,ic_name,direction,encoding,proved,to_keep
1171,ne_bvashr0,ltr,qf,no,False
1172,ne_bvashr0,rtl,combined,yes,True
1173,ne_bvashr0,rtl,full,yes,True
1174,ne_bvashr0,rtl,partial,yes,True
1175,ne_bvashr0,rtl,qf,yes,False
1176,ne_bvashr1,ltr,combined,yes,True
1177,ne_bvashr1,ltr,full,no,True
1178,ne_bvashr1,ltr,partial,yes,True
1179,ne_bvashr1,ltr,qf,no,False
1180,ne_bvashr1,rtl,combined,yes,True
1181,ne_bvashr1,rtl,full,no,True
1182,ne_bvashr1,rtl,partial,no,True
1183,ne_bvashr1,rtl,qf,no,False
1184,ne_bvlshr0,ltr,combined,yes,True
1185,ne_bvlshr0,ltr,full,no,True
1186,ne_bvlshr0,ltr,partial,yes,True
1187,ne_bvlshr0,ltr,qf,no,False
1188,ne_bvlshr0,rtl,combined,yes,True
1189,ne_bvlshr0,rtl,full,no,True
1190,ne_bvlshr0,rtl,partial,yes,True
1191,ne_bvlshr0,rtl,qf,no,False
1192,ne_bvlshr1,ltr,combined,yes,True
1193,ne_bvlshr1,ltr,full,no,True
1194,ne_bvlshr1,ltr,partial,yes,True
1195,ne_bvlshr1,ltr,qf,yes,False
1196,ne_bvlshr1,rtl,combined,yes,True
1197,ne_bvlshr1,rtl,full,no,True
1198,ne_bvlshr1,rtl,partial,yes,True
1199,ne_bvlshr1,rtl,qf,no,False
1200,ne_bvmul,ltr,combined,no,True
1201,ne_bvmul,ltr,full,no,True
1202,ne_bvmul,ltr,partial,no,True
1203,ne_bvmul,ltr,qf,no,False
1204,ne_bvmul,rtl,combined,yes,True
1205,ne_bvmul,rtl,full,yes,True
1206,ne_bvmul,rtl,partial,yes,True
1207,ne_bvmul,rtl,qf,yes,False
1208,ne_bvneg,ltr,combined,yes,True
1209,ne_bvneg,ltr,full,yes,True
1210,ne_bvneg,ltr,partial,yes,True
1211,ne_bvneg,ltr,qf,no,False
1212,ne_bvneg,rtl,combined,yes,True
1213,ne_bvneg,rtl,full,yes,True
1214,ne_bvneg,rtl,partial,yes,True
1215,ne_bvneg,rtl,qf,yes,False
1216,ne_bvnot,ltr,combined,yes,True
1217,ne_bvnot,ltr,full,yes,True
1218,ne_bvnot,ltr,partial,yes,True
1219,ne_bvnot,ltr,qf,no,False
1220,ne_bvnot,rtl,combined,yes,True
1221,ne_bvnot,rtl,full,yes,True
1222,ne_bvnot,rtl,partial,yes,True
1223,ne_bvnot,rtl,qf,yes,False
1224,ne_bvor,ltr,combined,yes,True
1225,ne_bvor,ltr,full,no,True
1226,ne_bvor,ltr,partial,yes,True
1227,ne_bvor,ltr,qf,no,False
1228,ne_bvor,rtl,combined,yes,True
1229,ne_bvor,rtl,full,no,True
1230,ne_bvor,rtl,partial,yes,True
1231,ne_bvor,rtl,qf,no,False
1232,ne_bvshl0,ltr,combined,no,True
1233,ne_bvshl0,ltr,full,no,True
1234,ne_bvshl0,ltr,partial,no,True
1235,ne_bvshl0,ltr,qf,no,False
1236,ne_bvshl0,rtl,combined,yes,True
1237,ne_bvshl0,rtl,full,no,True
1238,ne_bvshl0,rtl,partial,yes,True
1239,ne_bvshl0,rtl,qf,no,False
1240,ne_bvshl1,ltr,combined,yes,True
1241,ne_bvshl1,ltr,full,no,True
1242,ne_bvshl1,ltr,partial,yes,True
1243,ne_bvshl1,ltr,qf,yes,False
1244,ne_bvshl1,rtl,combined,yes,True
1245,ne_bvshl1,rtl,full,yes,True
1246,ne_bvshl1,rtl,partial,yes,True
1247,ne_bvshl1,rtl,qf,yes,False
1248,ne_bvudiv0,ltr,combined,yes,True
1249,ne_bvudiv0,ltr,full,yes,True
1250,ne_bvudiv0,ltr,partial,yes,True
1251,ne_bvudiv0,ltr,qf,yes,False
1252,ne_bvudiv0,rtl,combined,yes,True
1253,ne_bvudiv0,rtl,full,yes,True
1254,ne_bvudiv0,rtl,partial,yes,True
1255,ne_bvudiv0,rtl,qf,yes,False
1256,ne_bvudiv1,ltr,combined,no,True
1257,ne_bvudiv1,ltr,full,no,True
1258,ne_bvudiv1,ltr,partial,no,True
1259,ne_bvudiv1,ltr,qf,no,False
1260,ne_bvudiv1,rtl,combined,yes,True
1261,ne_bvudiv1,rtl,full,yes,True
1262,ne_bvudiv1,rtl,partial,yes,True
1263,ne_bvudiv1,rtl,qf,yes,False
1264,ne_bvurem0,ltr,combined,yes,True
1265,ne_bvurem0,ltr,full,yes,True
1266,ne_bvurem0,ltr,partial,yes,True
1267,ne_bvurem0,ltr,qf,no,False
1268,ne_bvurem0,rtl,combined,yes,True
1269,ne_bvurem0,rtl,full,yes,True
1270,ne_bvurem0,rtl,partial,yes,True
1271,ne_bvurem0,rtl,qf,yes,False
1272,ne_bvurem1,ltr,combined,yes,True
1273,ne_bvurem1,ltr,full,yes,True
1274,ne_bvurem1,ltr,partial,yes,True
1275,ne_bvurem1,ltr,qf,yes,False
1276,ne_bvurem1,rtl,combined,yes,True
1277,ne_bvurem1,rtl,full,yes,True
1278,ne_bvurem1,rtl,partial,yes,True
1279,ne_bvurem1,rtl,qf,yes,False
